ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
0.61,Logistic_Regression_TFidf_1000,0.5116851891932586,0.3787172369938911,0.5,0.51,93.367,0.0089
1.0,Logistic_Regression_TFidf_1000,0.5,0.49968691296180334,0.5,0.5,94.262,0.19
