ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
1.0,Logistic_Regression_LSA_1000,0.5,0.49968691296180334,0.5,0.5,11.864,0.07
1.0,Logistic_Regression_LSA_1000,0.5,0.49968691296180334,0.5,0.5,11.702,0.1
1.0,Logistic_Regression_LSA_1000,0.5,0.49968691296180334,0.5,0.5,11.729,0.25
1.0,Logistic_Regression_LSA_1000,0.5,0.49968691296180334,0.5,0.5,15.401,0.5
1.0,Logistic_Regression_LSA_1000,0.5,0.49968691296180334,0.5,0.5,12.957,0.7
