ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
0.98,SVM_LSA,0.49393939393939396,0.49443882709807885,0.49,0.49,0.228,0.07
0.98,SVM_LSA,0.49626262626262624,0.4956118228588722,0.49,0.5,0.268,0.1
0.99,SVM_LSA,0.49757575757575756,0.4962724158774935,0.49,0.5,0.23,0.25
0.99,SVM_LSA,0.49954545454545457,0.497260067367151,0.49,0.5,0.254,0.5
0.99,SVM_LSA,0.4998989898989899,0.497436928334506,0.49,0.5,0.223,0.7
