ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
0.01,FeedForwardClassifier_LSA,0.5,0.009900990099009901,0.0,0.5,0.698,0.07
0.01,FeedForwardClassifier_LSA,0.5,0.009900990099009901,0.0,0.5,0.617,0.1
0.06,FeedForwardClassifier_LSA,0.5051515151515151,0.05787749234272553,0.5,0.51,0.678,0.25
0.55,FeedForwardClassifier_LSA,0.5091414141414141,0.3630782948216688,0.5,0.51,0.615,0.5
0.93,FeedForwardClassifier_LSA,0.5006060606060606,0.49121885898152257,0.5,0.5,0.69,0.7
