ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
0.99,Logistic_Regression_LSA,0.4997474747474748,0.49736114601658715,0.49,0.5,0.287,0.07
0.99,Logistic_Regression_LSA,0.5,0.49748743718592964,0.5,0.5,0.189,0.1
0.99,Logistic_Regression_LSA,0.5,0.49748743718592964,0.5,0.5,0.197,0.25
0.99,Logistic_Regression_LSA,0.5,0.49748743718592964,0.5,0.5,0.231,0.5
0.99,Logistic_Regression_LSA,0.5,0.49748743718592964,0.5,0.5,0.215,0.7
