ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
0.99,SVM_TFidf_100,0.4995959595959596,0.4972853408405389,0.49,0.5,24.056,0.07
0.99,SVM_TFidf_100,0.4998484848484849,0.4974116701010203,0.49,0.5,23.767,0.1
0.99,SVM_TFidf_100,0.5048484848484849,0.50705205530296,0.62,0.5,22.392,0.25
0.99,SVM_TFidf_100,0.5,0.49748743718592964,0.5,0.5,22.949,0.5
0.99,SVM_TFidf_100,0.5,0.49748743718592964,0.5,0.5,22.948,0.7
