ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
0.99,Logistic_Regression_LSA_100,0.4997474747474748,0.49736114601658715,0.49,0.5,0.396,0.07
0.99,Logistic_Regression_LSA_100,0.5,0.49748743718592964,0.5,0.5,0.21,0.1
0.99,Logistic_Regression_LSA_100,0.5,0.49748743718592964,0.5,0.5,0.232,0.25
0.99,Logistic_Regression_LSA_100,0.5,0.49748743718592964,0.5,0.5,0.203,0.5
0.99,Logistic_Regression_LSA_100,0.5,0.49748743718592964,0.5,0.5,0.211,0.7
