ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
0.01,Logistic_Regression_TFidf,0.5,0.009900990099009901,0.0,0.5,18.895,0.01
0.99,Logistic_Regression_TFidf,0.5,0.49748743718592964,0.5,0.5,18.495,0.19
0.99,Logistic_Regression_TFidf,0.5,0.49748743718592964,0.5,0.5,20.052,0.2
0.99,Logistic_Regression_TFidf,0.5,0.49748743718592964,0.5,0.5,18.09,0.3
0.99,Logistic_Regression_TFidf,0.5,0.49748743718592964,0.5,0.5,18.277,0.4
