ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
0.98,SVM_LSA_100,0.4935858585858586,0.49425984928943506,0.49,0.49,0.31,0.07
0.98,SVM_LSA_100,0.49595959595959593,0.49545913218970733,0.49,0.5,0.292,0.1
0.98,SVM_LSA_100,0.49717171717171715,0.4960693408586978,0.49,0.5,0.26,0.25
0.99,SVM_LSA_100,0.49893939393939396,0.49695658735348863,0.49,0.5,0.273,0.5
0.99,SVM_LSA_100,0.4997474747474748,0.49736114601658715,0.49,0.5,0.286,0.7
