ACCURACY,ALG_NAME,AUC,Average F-Score,PRESCISION,RECALL,RUNTIME,THRESHOLD
0.01,Logistic_Regression_TFidf_100,0.5,0.009900990099009901,0.0,0.5,18.268,0.001
0.99,Logistic_Regression_TFidf_100,0.5,0.49748743718592964,0.5,0.5,17.647,0.19
0.99,Logistic_Regression_TFidf_100,0.5,0.49748743718592964,0.5,0.5,17.762,0.2
0.99,Logistic_Regression_TFidf_100,0.5,0.49748743718592964,0.5,0.5,17.667,0.3
0.99,Logistic_Regression_TFidf_100,0.5,0.49748743718592964,0.5,0.5,17.761,0.4
